,camera_id,filename,image_object_ct,image_object_ct_c,image_object_ct_l,image_object_ct_lr,image_object_ct_r,image_std,timestamp
79,590,1447348725_cctv590.jpg,11,13,13,23,14,0.0713257121223,1447348725
80,592,1447348725_cctv592.jpg,11,25,25,28,15,0.262812700194,1447348725
81,594,1447348725_cctv594.jpg,9,17,17,25,13,0.0982169242873,1447348725
82,589,1447350530_cctv589.jpg,37,36,36,61,36,0.227672159506,1447350530
83,590,1447350530_cctv590.jpg,6,7,7,16,10,0.0689054963835,1447350530
84,592,1447350530_cctv592.jpg,37,41,41,55,40,0.225107212757,1447350530
85,594,1447350530_cctv594.jpg,7,10,10,15,10,0.0674181642887,1447350530
86,589,1447352341_cctv589.jpg,19,29,29,41,19,0.227143765808,1447352341
87,590,1447352341_cctv590.jpg,7,6,6,10,6,0.163357310133,1447352341
88,592,1447352341_cctv592.jpg,9,20,20,26,14,0.226666377715,1447352341
89,594,1447352341_cctv594.jpg,5,14,14,25,10,0.0612001786792,1447352341
90,589,1447354146_cctv589.jpg,34,50,50,69,36,0.27717562505,1447354146
91,590,1447354146_cctv590.jpg,6,9,9,15,7,0.218990583445,1447354146
92,592,1447354146_cctv592.jpg,18,26,26,40,21,0.213367983615,1447354146
93,594,1447354146_cctv594.jpg,9,11,11,25,17,0.0968464844243,1447354146
94,589,1447355951_cctv589.jpg,48,54,54,85,42,0.254243866059,1447355951
95,590,1447355951_cctv590.jpg,5,10,10,16,7,0.0657603761992,1447355951
96,592,1447355951_cctv592.jpg,13,29,29,47,18,0.20809614316,1447355951
97,594,1447355951_cctv594.jpg,6,16,16,28,15,0.0837031919867,1447355951
98,589,1447357753_cctv589.jpg,21,47,47,58,23,0.245217713251,1447357753
99,590,1447357753_cctv590.jpg,12,15,15,26,21,0.0747380464316,1447357753
100,592,1447357753_cctv592.jpg,1,27,27,31,11,0.280056474251,1447357753
101,589,1447359558_cctv589.jpg,23,33,33,52,21,0.26205204178,1447359558
102,590,1447359558_cctv590.jpg,11,19,19,29,14,0.0992033632792,1447359558
103,589,1447361371_cctv589.jpg,27,33,33,49,28,0.229445340102,1447361371
104,590,1447361371_cctv590.jpg,9,31,31,33,12,0.0540569743709,1447361371
105,589,1447363180_cctv589.jpg,38,57,57,66,37,0.206909555625,1447363180
106,590,1447363180_cctv590.jpg,14,21,21,30,16,0.0769720414841,1447363180
107,594,1447363180_cctv594.jpg,14,43,43,49,14,0.196558637621,1447363180
108,589,1447364984_cctv589.jpg,40,12,12,48,37,0.167050222926,1447364984
109,594,1447364984_cctv594.jpg,18,13,13,28,16,0.115363509076,1447364984
110,589,1447366785_cctv589.jpg,42,43,43,73,41,0.287808405956,1447366785
111,594,1447366785_cctv594.jpg,15,7,7,21,16,0.16452620504,1447366785
112,589,1447368588_cctv589.jpg,33,21,21,45,32,0.221025580261,1447368588
113,594,1447368588_cctv594.jpg,11,8,8,17,11,0.153952222736,1447368588
114,589,1447370389_cctv589.jpg,27,25,25,49,27,0.161843159174,1447370389
115,594,1447370389_cctv594.jpg,20,4,4,21,18,0.23313593627,1447370389
116,589,1447372189_cctv589.jpg,35,28,28,49,35,0.195166206192,1447372189
117,594,1447372189_cctv594.jpg,10,9,9,18,12,0.202991571381,1447372189
118,589,1447373993_cctv589.jpg,26,26,26,40,27,0.175037773027,1447373993
119,594,1447373993_cctv594.jpg,18,5,5,22,19,0.224103004945,1447373993
120,589,1447375797_cctv589.jpg,18,17,17,28,24,0.142994937968,1447375797
121,594,1447375797_cctv594.jpg,13,12,12,20,14,0.149516525431,1447375797
122,589,1447377598_cctv589.jpg,15,15,15,27,25,0.124185515311,1447377598
123,590,1447377598_cctv590.jpg,9,16,16,36,17,0.0909702204038,1447377598
124,592,1447377598_cctv592.jpg,8,14,14,23,15,0.0885180669374,1447377598
125,594,1447377598_cctv594.jpg,5,8,8,14,8,0.0914709296751,1447377598
126,589,1447379401_cctv589.jpg,19,21,21,26,18,0.160662342011,1447379401
127,590,1447379401_cctv590.jpg,8,13,13,29,18,0.10193417649,1447379401
128,592,1447379401_cctv592.jpg,10,12,12,18,11,0.13384493819,1447379401
129,594,1447379401_cctv594.jpg,5,10,10,15,6,0.0958299810593,1447379401
130,589,1447381202_cctv589.jpg,15,12,12,23,16,0.134877188851,1447381202
131,590,1447381202_cctv590.jpg,22,15,15,30,26,0.202938882959,1447381202
132,592,1447381202_cctv592.jpg,14,11,11,22,12,0.177141955007,1447381202
133,594,1447381202_cctv594.jpg,10,9,9,18,11,0.137307839243,1447381202
134,589,1447383005_cctv589.jpg,12,14,14,27,15,0.154614462309,1447383005
135,590,1447383005_cctv590.jpg,3,10,10,16,7,0.298555649162,1447383005
136,592,1447383005_cctv592.jpg,7,11,11,15,8,0.136119951445,1447383005
137,593,1447383005_cctv593.jpg,8,2,2,9,8,0.167852897805,1447383005
138,594,1447383005_cctv594.jpg,10,7,7,14,10,0.181258566813,1447383005
139,589,1447384806_cctv589.jpg,4,20,20,18,5,0.281931311885,1447384806
140,590,1447384806_cctv590.jpg,8,7,7,18,14,0.171998303519,1447384806
141,592,1447384806_cctv592.jpg,13,14,14,25,12,0.183811768464,1447384806
142,593,1447384806_cctv593.jpg,11,8,8,18,12,0.173984168076,1447384806
143,594,1447384806_cctv594.jpg,10,4,4,10,9,0.217350152832,1447384806
144,589,1447386606_cctv589.jpg,19,19,19,30,20,0.160146541038,1447386606
145,590,1447386606_cctv590.jpg,6,4,4,8,8,0.187221191942,1447386606
146,592,1447386606_cctv592.jpg,9,11,11,18,9,0.115369812652,1447386606
147,593,1447386606_cctv593.jpg,6,3,3,10,8,0.0991146392684,1447386606
148,594,1447386606_cctv594.jpg,6,13,13,21,8,0.0992095275117,1447386606
149,589,1447388406_cctv589.jpg,13,18,18,29,16,0.221050610127,1447388406
150,590,1447388406_cctv590.jpg,4,11,11,20,10,0.0842567649295,1447388406
151,592,1447388406_cctv592.jpg,9,10,10,20,11,0.16782317411,1447388406
152,593,1447388406_cctv593.jpg,5,11,11,20,12,0.0573431402875,1447388406
153,594,1447388406_cctv594.jpg,10,7,7,16,11,0.148026154953,1447388406
154,589,1447390207_cctv589.jpg,12,25,25,26,11,0.197609537521,1447390207
155,590,1447390207_cctv590.jpg,5,6,6,17,12,0.0895677997449,1447390207
156,592,1447390207_cctv592.jpg,12,22,22,29,14,0.175519472865,1447390207
157,593,1447390207_cctv593.jpg,5,3,3,7,5,0.143092713553,1447390207
158,594,1447390207_cctv594.jpg,5,11,11,17,7,0.110841321391,1447390207
159,589,1447392007_cctv589.jpg,6,12,12,20,14,0.130265008725,1447392007
160,590,1447392007_cctv590.jpg,1,14,14,27,14,0.0823578231793,1447392007
161,592,1447392007_cctv592.jpg,4,10,10,18,10,0.0844233861372,1447392007
162,593,1447392007_cctv593.jpg,4,4,4,8,5,0.133894627831,1447392007
163,594,1447392007_cctv594.jpg,5,10,10,17,8,0.1140853242,1447392007
164,589,1447393808_cctv589.jpg,6,12,12,20,10,0.123627090858,1447393808
165,590,1447393808_cctv590.jpg,1,4,4,16,13,0.117086524528,1447393808
166,592,1447393808_cctv592.jpg,4,10,10,21,13,0.0839431844916,1447393808
167,593,1447393808_cctv593.jpg,6,5,5,12,8,0.104577595697,1447393808
168,594,1447393808_cctv594.jpg,6,9,9,18,10,0.135552399754,1447393808
169,589,1447395608_cctv589.jpg,6,7,7,15,12,0.136932200295,1447395608
170,590,1447395608_cctv590.jpg,1,5,5,16,13,0.116609560378,1447395608
171,592,1447395608_cctv592.jpg,8,6,6,17,12,0.168255022815,1447395608
172,593,1447395608_cctv593.jpg,3,6,6,9,4,0.0945771358885,1447395608
173,594,1447395608_cctv594.jpg,5,7,7,15,9,0.118459693433,1447395608
174,589,1447397409_cctv589.jpg,6,9,9,20,14,0.136756960129,1447397409
175,590,1447397409_cctv590.jpg,1,4,4,15,12,0.116843818743,1447397409
176,592,1447397409_cctv592.jpg,5,13,13,26,15,0.135380921143,1447397409
177,593,1447397409_cctv593.jpg,6,2,2,9,8,0.14381750384,1447397409
178,594,1447397409_cctv594.jpg,13,10,10,17,10,0.178305790284,1447397409
179,589,1447399212_cctv589.jpg,8,12,12,23,19,0.144108918969,1447399212
180,590,1447399212_cctv590.jpg,2,4,4,16,14,0.106085882493,1447399212
181,592,1447399212_cctv592.jpg,5,8,8,18,13,0.132917023896,1447399212
182,593,1447399212_cctv593.jpg,6,6,6,12,7,0.104350013002,1447399212
183,594,1447399212_cctv594.jpg,11,8,8,14,12,0.201754209378,1447399212
184,589,1447401016_cctv589.jpg,5,12,12,19,12,0.137344700346,1447401016
