,camera_id,filename,image_object_ct,image_object_ct_c,image_object_ct_l,image_object_ct_lr,image_object_ct_r,image_std,timestamp
39,593,1447328896_cctv593.jpg,14,25,25,40,22,0.11765040978,1447328896
40,594,1447328896_cctv594.jpg,8,22,22,26,11,0.0763818768481,1447328896
41,590,1447330697_cctv590.jpg,10,12,12,18,10,0.0798283407092,1447330697
42,592,1447330697_cctv592.jpg,7,27,27,35,8,0.263036478326,1447330697
43,594,1447330697_cctv594.jpg,14,35,35,42,14,0.145490340556,1447330697
44,590,1447332497_cctv590.jpg,11,10,10,25,13,0.107633252077,1447332497
45,592,1447332497_cctv592.jpg,27,28,28,57,43,0.149464517083,1447332497
46,594,1447332497_cctv594.jpg,6,21,21,28,7,0.0798890137444,1447332497
47,590,1447334297_cctv590.jpg,10,12,12,18,9,0.0899832039733,1447334297
48,592,1447334297_cctv592.jpg,13,17,17,27,14,0.210892401402,1447334297
49,594,1447334297_cctv594.jpg,8,15,15,27,10,0.104221601668,1447334297
50,589,1447336107_cctv589.jpg,31,49,49,52,33,0.261218669061,1447336107
51,590,1447336107_cctv590.jpg,8,10,10,21,12,0.108505923451,1447336107
52,592,1447336107_cctv592.jpg,8,25,25,31,9,0.270804886608,1447336107
53,594,1447336107_cctv594.jpg,7,5,5,10,10,0.06673698078,1447336107
54,589,1447337910_cctv589.jpg,18,26,26,33,20,0.176483408271,1447337910
55,590,1447337910_cctv590.jpg,10,13,13,23,10,0.105918549916,1447337910
56,592,1447337910_cctv592.jpg,14,24,24,34,19,0.108785454957,1447337910
57,594,1447337910_cctv594.jpg,9,19,19,26,12,0.0630230441231,1447337910
58,589,1447339714_cctv589.jpg,8,18,18,34,23,0.058069435671,1447339714
59,590,1447339714_cctv590.jpg,7,7,7,15,11,0.0645752287409,1447339714
60,592,1447339714_cctv592.jpg,12,24,24,38,20,0.179229665319,1447339714
61,594,1447339714_cctv594.jpg,6,5,5,12,11,0.0566698422944,1447339714
62,589,1447341521_cctv589.jpg,12,19,19,29,17,0.164122650967,1447341521
63,590,1447341521_cctv590.jpg,6,13,13,16,11,0.0962349861054,1447341521
64,592,1447341521_cctv592.jpg,8,10,10,14,9,0.134955310173,1447341521
65,594,1447341521_cctv594.jpg,24,23,23,43,24,0.250371131084,1447341521
66,589,1447343321_cctv589.jpg,7,19,19,40,23,0.0888911352162,1447343321
67,590,1447343321_cctv590.jpg,6,13,13,20,8,0.0565508619044,1447343321
68,592,1447343321_cctv592.jpg,10,13,13,20,14,0.0797325360394,1447343321
69,594,1447343321_cctv594.jpg,10,10,10,13,11,0.0927361053359,1447343321
70,589,1447345122_cctv589.jpg,25,38,38,43,21,0.208891441913,1447345122
71,590,1447345122_cctv590.jpg,6,12,12,15,8,0.0779654683542,1447345122
72,592,1447345122_cctv592.jpg,13,30,30,44,24,0.257798673425,1447345122
73,594,1447345122_cctv594.jpg,5,15,15,21,8,0.0521515647376,1447345122
74,589,1447346923_cctv589.jpg,11,34,34,52,28,0.263685085646,1447346923
75,590,1447346923_cctv590.jpg,5,10,10,16,9,0.182492722793,1447346923
76,592,1447346923_cctv592.jpg,15,26,26,43,26,0.133601099907,1447346923
77,594,1447346923_cctv594.jpg,10,22,22,29,11,0.130973187945,1447346923
78,589,1447348725_cctv589.jpg,23,34,34,53,30,0.213075735895,1447348725
